107	599.30769	599.30769	1	599.30769	1	1
207	649.05		649.05		1	649.05		1	1
307	744.66538	744.66538	1	744.66538	1	1	
407	844.42692	844.42692	1	844.42692	1	1
507	960.28846	960.28846	1	960.28846	1	1
607	1092.5769	1092.5769	1	1092.5769	1	1

